"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"1762","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","DATU UNSAY","Malangog",1378,1378,256,36650.95,2081,17.6121816434407,78.2413007029831
"1764","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","DATU UNSAY","Panangeti",781,781,131,36650.95,2081,17.6121816434407,44.3443075827502
"7666","NEGROS ISLAND REGION","NEGROS ORIENTAL","DAUIN","Maayongtubig",3340,3340,793,13425.4,1023,13.1235581622678,254.504148852176
"7665","NEGROS ISLAND REGION","NEGROS ORIENTAL","DAUIN","Lipayo",2503,2503,628,13425.4,1023,13.1235581622678,190.725713945208
"7676","NEGROS ISLAND REGION","NEGROS ORIENTAL","DAUIN","Tugawe",1776,1776,422,13425.4,1023,13.1235581622678,135.329152204031
"7661","NEGROS ISLAND REGION","NEGROS ORIENTAL","DAUIN","Bulak",1576,1576,387,13425.4,1023,13.1235581622678,120.089382811685
"7671","NEGROS ISLAND REGION","NEGROS ORIENTAL","DAUIN","Masaplod Sur",1526,1526,380,13425.4,1023,13.1235581622678,116.279440463599
"29884","REGION VII - CENTRAL VISAYAS","BOHOL","DAUIS","Totolan",7031,7021,1500,10452.01,1866,5.60129153269025,1255.24621579964
"29882","REGION VII - CENTRAL VISAYAS","BOHOL","DAUIS","Tabalong",5375,5346,1169,10452.01,1866,5.60129153269025,959.600115193154
"29877","REGION VII - CENTRAL VISAYAS","BOHOL","DAUIS","Catarman",4749,4744,988,10452.01,1866,5.60129153269025,847.840176195775
"29875","REGION VII - CENTRAL VISAYAS","BOHOL","DAUIS","Bingag",4436,4394,945,10452.01,1866,5.60129153269025,791.960206697085
"29881","REGION VII - CENTRAL VISAYAS","BOHOL","DAUIS","Songculan",4375,4374,953,10452.01,1866,5.60129153269025,781.06986120373
"38634","REGION XI - DAVAO ","DAVAO DEL SUR","DAVAO CITY","Bucana",83964,83884,24558,20433.38,980,20.850387755102,4026.97546857152
"38635","REGION XI - DAVAO ","DAVAO DEL SUR","DAVAO CITY","Buhangin (Pob.)",65461,64817,17092,20433.38,980,20.850387755102,3139.55791944358
"38673","REGION XI - DAVAO ","DAVAO DEL SUR","DAVAO CITY","Ma-a",59803,56417,15679,20433.38,980,20.850387755102,2868.19605958486
"38718","REGION XI - DAVAO ","DAVAO DEL SUR","DAVAO CITY","Talomo (Pob.)",59678,59322,14317,20433.38,980,20.850387755102,2862.20096724086
"38706","REGION XI - DAVAO ","DAVAO DEL SUR","DAVAO CITY","Sasa",52386,52307,12131,20433.38,980,20.850387755102,2512.4712602614
"41370","REGION XIII – CARAGA","SURIGAO DEL NORTE","DEL CARMEN","Del Carmen (Pob.)",3420,3390,755,21120.56,1004,21.0364143426295,162.575234747563
"41380","REGION XIII – CARAGA","SURIGAO DEL NORTE","DEL CARMEN","San Jose (Pob.)",1859,1859,378,21120.56,1004,21.0364143426295,88.3705735075206
"41369","REGION XIII – CARAGA","SURIGAO DEL NORTE","DEL CARMEN","Caub",1571,1571,312,21120.56,1004,21.0364143426295,74.6800274235153
"41373","REGION XIII – CARAGA","SURIGAO DEL NORTE","DEL CARMEN","Jamoyaon",1118,1118,304,21120.56,1004,21.0364143426295,53.1459393122152
"41381","REGION XIII – CARAGA","SURIGAO DEL NORTE","DEL CARMEN","Sayak",986,985,221,21120.56,1004,21.0364143426295,46.8711056903794
"23982","REGION V - BICOL","CAMARINES SUR","DEL GALLEGO","Sinuknipan I",2330,2330,519,18114.47,2484,7.29245974235105,319.508105950657
"23973","REGION V - BICOL","CAMARINES SUR","DEL GALLEGO","Zone II San Antonio (Pob.)",2159,2146,462,18114.47,2484,7.29245974235105,296.059227788613
"23975","REGION V - BICOL","CAMARINES SUR","DEL GALLEGO","Sabang",2078,2078,379,18114.47,2484,7.29245974235105,284.951864448698
"23974","REGION V - BICOL","CAMARINES SUR","DEL GALLEGO","Poblacion Zone III",1532,1532,317,18114.47,2484,7.29245974235105,210.080007861119
"23961","REGION V - BICOL","CAMARINES SUR","DEL GALLEGO","Comadogcadog",1502,1502,312,18114.47,2484,7.29245974235105,205.966169587076
"12748","REGION II - CAGAYAN VALLEY","ISABELA ","DELFIN ALBANO","San Antonio",2977,2977,758,29836.88,1886,15.8201908801697,188.17724909575
"12745","REGION II - CAGAYAN VALLEY","ISABELA ","DELFIN ALBANO","Ragan Sur (Pob.)",1809,1809,412,29836.88,1886,15.8201908801697,114.347545721939
"12751","REGION II - CAGAYAN VALLEY","ISABELA ","DELFIN ALBANO","San Juan",1790,1790,421,29836.88,1886,15.8201908801697,113.146548834865
"12735","REGION II - CAGAYAN VALLEY","ISABELA ","DELFIN ALBANO","Aneg",1555,1555,410,29836.88,1886,15.8201908801697,98.2921136526339
"12746","REGION II - CAGAYAN VALLEY","ISABELA ","DELFIN ALBANO","Rizal (Ragan Almacen Alto)",1379,1379,337,29836.88,1886,15.8201908801697,87.1670898565802
"13326","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","DIADI","Poblacion",3320,3309,807,29836.88,1886,15.8201908801697,209.858403425559
"13319","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","DIADI","Bugnay",1334,1334,351,29836.88,1886,15.8201908801697,84.3226235450892
"13324","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","DIADI","Namamparan",1321,1321,313,29836.88,1886,15.8201908801697,83.5008888328806
"13318","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","DIADI","Balete",1314,1314,301,29836.88,1886,15.8201908801697,83.0584162955376
"13323","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","DIADI","Nagsabaran",1276,1276,327,29836.88,1886,15.8201908801697,80.6564225213896
"13537","REGION II - CAGAYAN VALLEY","QUIRINO","DIFFUN","Andres Bonifacio (Pob.)",3740,3737,883,29836.88,1886,15.8201908801697,236.406755666142
"13554","REGION II - CAGAYAN VALLEY","QUIRINO","DIFFUN","Rizal (Pob.)",3674,3674,867,29836.88,1886,15.8201908801697,232.234871742622
"13539","REGION II - CAGAYAN VALLEY","QUIRINO","DIFFUN","Aurora West (Pob.)",2652,2652,615,29836.88,1886,15.8201908801697,167.633881290537
"13555","REGION II - CAGAYAN VALLEY","QUIRINO","DIFFUN","Liwayway",2542,2542,644,29836.88,1886,15.8201908801697,160.680741418003
"13549","REGION II - CAGAYAN VALLEY","QUIRINO","DIFFUN","Gabriela Silang",2150,2150,475,29836.88,1886,15.8201908801697,135.902279326793
"16619","REGION III - CENTRAL LUZON","AURORA","DILASAG","Diniog",2485,2485,600,21906.19,2268,9.6588139329806,257.277965725669
"16615","REGION III - CENTRAL LUZON","AURORA","DILASAG","Diagyan",2418,2418,553,21906.19,2268,9.6588139329806,250.341296227231
"16621","REGION III - CENTRAL LUZON","AURORA","DILASAG","Maligaya (Pob.)",1869,1868,472,21906.19,2268,9.6588139329806,193.502019292264
"16623","REGION III - CENTRAL LUZON","AURORA","DILASAG","Masagana (Pob.)",1841,1836,487,21906.19,2268,9.6588139329806,190.6031126362
"16622","REGION III - CENTRAL LUZON","AURORA","DILASAG","Manggitahan",1742,1742,444,21906.19,2268,9.6588139329806,180.353406959403
"25246","REGION V - BICOL","MASBATE ","DIMASALANG","Canomay",2925,2925,598,18114.47,2484,7.29245974235105,401.099231719173
"25252","REGION V - BICOL","MASBATE ","DIMASALANG","Poblacion",2627,2624,521,18114.47,2484,7.29245974235105,360.235104863681
"25238","REGION V - BICOL","MASBATE ","DIMASALANG","Balocawe",2607,2607,488,18114.47,2484,7.29245974235105,357.492546014319
"25237","REGION V - BICOL","MASBATE ","DIMASALANG","Balantay",1655,1655,370,18114.47,2484,7.29245974235105,226.946744784694
"25249","REGION V - BICOL","MASBATE ","DIMASALANG","Gregorio Alino (Pia-ong)",1614,1614,326,18114.47,2484,7.29245974235105,221.324499143502
"21565","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DIMATALING","Poblacion",4347,4347,803,16904.03,1576,10.7259073604061,405.280397632991
"21561","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DIMATALING","Kagawasan",2731,2731,606,16904.03,1576,10.7259073604061,254.617153424361
"21566","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DIMATALING","Saloagan",2367,2367,542,16904.03,1576,10.7259073604061,220.680630595189
"21558","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DIMATALING","Binuay",1913,1913,442,16904.03,1576,10.7259073604061,178.3532092643
"21568","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DIMATALING","Sumpot",1785,1785,385,16904.03,1576,10.7259073604061,166.419486950745
"29910","REGION VII - CENTRAL VISAYAS","BOHOL","DIMIAO","Luyo",836,831,189,10452.01,1866,5.60129153269025,149.251292335158
"29912","REGION VII - CENTRAL VISAYAS","BOHOL","DIMIAO","Oac",732,732,181,10452.01,1866,5.60129153269025,130.684145920258
"29920","REGION VII - CENTRAL VISAYAS","BOHOL","DIMIAO","Taongon Can-andam",683,683,155,10452.01,1866,5.60129153269025,121.936163474777
"29917","REGION VII - CENTRAL VISAYAS","BOHOL","DIMIAO","Tangohay",671,671,161,10452.01,1866,5.60129153269025,119.793800426904
"29899","REGION VII - CENTRAL VISAYAS","BOHOL","DIMIAO","Canhayupon",661,602,125,10452.01,1866,5.60129153269025,118.008497887009
"41987","REGION XIII – CARAGA","DINAGAT ISLANDS","DINAGAT","New Mabuhay",1557,1556,333,21120.56,1004,21.0364143426295,74.0145147666539
"41979","REGION XIII – CARAGA","DINAGAT ISLANDS","DINAGAT","Cab-ilan",1190,1190,231,21120.56,1004,21.0364143426295,56.5685758332165
"41986","REGION XIII – CARAGA","DINAGAT ISLANDS","DINAGAT","Bagumbayan",1089,1089,229,21120.56,1004,21.0364143426295,51.7673773801452
"41988","REGION XIII – CARAGA","DINAGAT ISLANDS","DINAGAT","Wadas",1059,1059,205,21120.56,1004,21.0364143426295,50.341278829728
"41981","REGION XIII – CARAGA","DINAGAT ISLANDS","DINAGAT","Escolta (Pob.)",999,999,214,21120.56,1004,21.0364143426295,47.4890817288935
"16627","REGION III - CENTRAL LUZON","AURORA","DINALUNGAN","Zone I (Pob.)",1881,1881,436,21906.19,2268,9.6588139329806,194.744407859148
"16634","REGION III - CENTRAL LUZON","AURORA","DINALUNGAN","Simbahan",1717,1708,363,21906.19,2268,9.6588139329806,177.76509744506
"16628","REGION III - CENTRAL LUZON","AURORA","DINALUNGAN","Zone II (Pob.)",1666,1661,423,21906.19,2268,9.6588139329806,172.484946035801
"16630","REGION III - CENTRAL LUZON","AURORA","DINALUNGAN","Dibaraybay",1292,1289,320,21906.19,2268,9.6588139329806,133.763835701233
"16626","REGION III - CENTRAL LUZON","AURORA","DINALUNGAN","Abuleg",1236,1233,310,21906.19,2268,9.6588139329806,127.966022389106
"13700","REGION III - CENTRAL LUZON","BATAAN","DINALUPIHAN","Roosevelt",9032,9032,2017,21906.19,2268,9.6588139329806,935.104461341749
"13687","REGION III - CENTRAL LUZON","BATAAN","DINALUPIHAN","Luacan",6184,6184,1437,21906.19,2268,9.6588139329806,640.244241467823
"13692","REGION III - CENTRAL LUZON","BATAAN","DINALUPIHAN","New San Jose",6012,6012,1464,21906.19,2268,9.6588139329806,622.436672009144
"13705","REGION III - CENTRAL LUZON","BATAAN","DINALUPIHAN","San Pablo (Bulate)",5942,5899,1344,21906.19,2268,9.6588139329806,615.189405368985
"13675","REGION III - CENTRAL LUZON","BATAAN","DINALUPIHAN","Bangal",4774,4774,1080,21906.19,2268,9.6588139329806,494.263584858891
"12477","REGION II - CAGAYAN VALLEY","ISABELA ","DINAPIGUE","Digumased (Pob.)",2396,2366,599,29836.88,1886,15.8201908801697,151.452028496277
"12476","REGION II - CAGAYAN VALLEY","ISABELA ","DINAPIGUE","Dibulo",1135,1135,278,29836.88,1886,15.8201908801697,71.7437614120511
"12474","REGION II - CAGAYAN VALLEY","ISABELA ","DINAPIGUE","Bucal Sur",729,729,173,29836.88,1886,15.8201908801697,46.0803542461544
"12478","REGION II - CAGAYAN VALLEY","ISABELA ","DINAPIGUE","Dimaluade",269,269,62,29836.88,1886,15.8201908801697,17.0035875064685
"12473","REGION II - CAGAYAN VALLEY","ISABELA ","DINAPIGUE","Ayod",242,242,51,29836.88,1886,15.8201908801697,15.2969077195739
"21580","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DINAS","Benuatan",2437,2437,507,16904.03,1576,10.7259073604061,227.206884985415
"21583","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DINAS","Guinicolalay",2283,2283,543,16904.03,1576,10.7259073604061,212.849125326919
"21596","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DINAS","Poblacion",2096,2094,431,16904.03,1576,10.7259073604061,195.41470288446
"21587","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DINAS","Legarda 1",1899,1899,412,16904.03,1576,10.7259073604061,177.047958386255
"21598","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","DINAS","Sagacad",1776,1776,394,16904.03,1576,10.7259073604061,165.580397100573
"16642","REGION III - CENTRAL LUZON","AURORA","DINGALAN","Paltic",5075,5075,1098,21906.19,2268,9.6588139329806,525.426831411578
"16645","REGION III - CENTRAL LUZON","AURORA","DINGALAN","Umiray (Malamig)",4380,4380,989,21906.19,2268,9.6588139329806,453.47182691285
"16641","REGION III - CENTRAL LUZON","AURORA","DINGALAN","Ibona",3624,3601,799,21906.19,2268,9.6588139329806,375.201347199125
"16637","REGION III - CENTRAL LUZON","AURORA","DINGALAN","Cabog (Matawe)",3356,3356,738,21906.19,2268,9.6588139329806,347.454669205371
"16638","REGION III - CENTRAL LUZON","AURORA","DINGALAN","Caragsacan",2992,2974,722,21906.19,2268,9.6588139329806,309.76888267654
"27968","REGION VI - WESTERN VISAYAS","ILOILO","DINGLE","Abangay",2428,2428,568,12773.46,2724,4.68922907488987,517.782339319182
"27992","REGION VI - WESTERN VISAYAS","ILOILO","DINGLE","San Jose",2409,2409,531,12773.46,2724,4.68922907488987,513.730500584806
"27994","REGION VI - WESTERN VISAYAS","ILOILO","DINGLE","Siniba-an",2402,2402,572,12773.46,2724,4.68922907488987,512.237717893194
"27993","REGION VI - WESTERN VISAYAS","ILOILO","DINGLE","San Matias",2038,2038,472,12773.46,2724,4.68922907488987,434.613017929363
"27990","REGION VI - WESTERN VISAYAS","ILOILO","DINGLE","Poblacion",2005,1988,423,12773.46,2724,4.68922907488987,427.575613811763
"8238","REGION I - ILOCOS","ILOCOS NORTE","DINGRAS","San Marcelino (Padong)",3710,3710,821,12964.62,2609,4.96919126101955,746.600363142152
"8225","REGION I - ILOCOS","ILOCOS NORTE","DINGRAS","Barong",2374,2374,565,12964.62,2609,4.96919126101955,477.743736414951
"8247","REGION I - ILOCOS","ILOCOS NORTE","DINGRAS","San Francisco (Surrate)",2154,2154,497,12964.62,2609,4.96919126101955,433.470938600591
"8224","REGION I - ILOCOS","ILOCOS NORTE","DINGRAS","Baresbes",1998,1992,451,12964.62,2609,4.96919126101955,402.077500150409
"8234","REGION I - ILOCOS","ILOCOS NORTE","DINGRAS","Madamba (Pob.)",1984,1974,456,12964.62,2609,4.96919126101955,399.260140289496
"16654","REGION III - CENTRAL LUZON","AURORA","DIPACULAO","Dinadiawan",3733,3728,878,21906.19,2268,9.6588139329806,386.486376681659
"16648","REGION III - CENTRAL LUZON","AURORA","DIPACULAO","Borlongan",2416,2415,580,21906.19,2268,9.6588139329806,250.134231466083
"16664","REGION III - CENTRAL LUZON","AURORA","DIPACULAO","North Poblacion",2059,2055,538,21906.19,2268,9.6588139329806,213.173171601269
"16651","REGION III - CENTRAL LUZON","AURORA","DIPACULAO","Diarabasin",1730,1730,421,21906.19,2268,9.6588139329806,179.111018392518
"16668","REGION III - CENTRAL LUZON","AURORA","DIPACULAO","South Poblacion",1693,1693,433,21906.19,2268,9.6588139329806,175.280320311291
"22318","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","DIPLAHAN","Poblacion (Diplahan)",5410,5378,1219,16904.03,1576,10.7259073604061,504.38623215884
"22322","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","DIPLAHAN","Guinoman",4970,4955,1107,16904.03,1576,10.7259073604061,463.364061705996
"22319","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","DIPLAHAN","Ditay",2647,2647,623,16904.03,1576,10.7259073604061,246.785648156091
"22316","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","DIPLAHAN","Balangao",2379,2379,564,16904.03,1576,10.7259073604061,221.799417062085
"22323","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","DIPLAHAN","Kauswagan",1738,1738,428,16904.03,1576,10.7259073604061,162.037573288736
"20845","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","DIPOLOG CITY (Capital)","Galas",17540,17535,4314,16904.03,1576,10.7259073604061,1635.29288577931
"20849","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","DIPOLOG CITY (Capital)","Olingan",13250,13243,3069,16904.03,1576,10.7259073604061,1235.32672386407
"20861","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","DIPOLOG CITY (Capital)","Turno",10307,10278,2384,16904.03,1576,10.7259073604061,960.944342857887
"20843","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","DIPOLOG CITY (Capital)","Dicayas",9618,9123,2054,16904.03,1576,10.7259073604061,896.707353216955
"20858","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","DIPOLOG CITY (Capital)","Santa Filomena",8762,8698,1801,16904.03,1576,10.7259073604061,816.900585245057
"952","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","DITSAAN-RAMAIN","Maranao Timber (Dalama)",1104,1058,156,36650.95,2081,17.6121816434407,62.6838867751041
"959","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","DITSAAN-RAMAIN","Rantian",882,882,129,36650.95,2081,17.6121816434407,50.0789747605451
"935","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","DITSAAN-RAMAIN","Buadi Babai",871,871,117,36650.95,2081,17.6121816434407,49.454407048112
"966","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","DITSAAN-RAMAIN","Upper Pugaan",866,866,155,36650.95,2081,17.6121816434407,49.1705126333697
"960","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","DITSAAN-RAMAIN","Sundiga Bayabao",864,864,125,36650.95,2081,17.6121816434407,49.0569548674727
"12484","REGION II - CAGAYAN VALLEY","ISABELA ","DIVILACAN","Dimapnat",1072,1072,230,29836.88,1886,15.8201908801697,67.7615085759637
"12485","REGION II - CAGAYAN VALLEY","ISABELA ","DIVILACAN","Dimapula (Pob.)",930,930,214,29836.88,1886,15.8201908801697,58.7856371041476
"12482","REGION II - CAGAYAN VALLEY","ISABELA ","DIVILACAN","Bicobian",688,688,146,29836.88,1886,15.8201908801697,43.4887293845737
"12483","REGION II - CAGAYAN VALLEY","ISABELA ","DIVILACAN","Dilakit",436,436,114,29836.88,1886,15.8201908801697,27.559718040224
"12481","REGION II - CAGAYAN VALLEY","ISABELA ","DIVILACAN","Dicatian",392,392,85,29836.88,1886,15.8201908801697,24.7784620912106
"19606","REGION IV-A – CALABARZON","QUEZON","DOLORES","Santa Lucia",4651,4615,1110,16576.26,2968,5.58499326145552,832.767343176326
"19597","REGION IV-A – CALABARZON","QUEZON","DOLORES","Bungoy",3433,3431,798,16576.26,2968,5.58499326145552,614.682926064142
"19599","REGION IV-A – CALABARZON","QUEZON","DOLORES","Dagatan",3238,3238,715,16576.26,2968,5.58499326145552,579.767933176724
"19603","REGION IV-A – CALABARZON","QUEZON","DOLORES","Pinagdanlayan",2817,2817,651,16576.26,2968,5.58499326145552,504.387358789015
"19596","REGION IV-A – CALABARZON","QUEZON","DOLORES","Bulakin I",2673,2673,570,16576.26,2968,5.58499326145552,478.603979425998
"36414","REGION X - NORTHERN MINDANAO","BUKIDNON","DON CARLOS","Don Carlos Sur (Pob.)",11385,11378,2192,20458.51,1635,12.5128501529052,909.864648012001
"36398","REGION X - NORTHERN MINDANAO","BUKIDNON","DON CARLOS","Don Carlos Norte",6718,6709,1558,20458.51,1635,12.5128501529052,536.888072494038
"36419","REGION X - NORTHERN MINDANAO","BUKIDNON","DON CARLOS","San Nicolas (Banban)",4949,4949,1124,20458.51,1635,12.5128501529052,395.51340737913
"36421","REGION X - NORTHERN MINDANAO","BUKIDNON","DON CARLOS","Sinangguyan",4081,4081,881,20458.51,1635,12.5128501529052,326.144719239084
"36407","REGION X - NORTHERN MINDANAO","BUKIDNON","DON CARLOS","Maraymaray",3112,3112,597,20458.51,1635,12.5128501529052,248.704328907628
"39432","REGION XI - DAVAO ","DAVAO OCCIDENTAL","DON MARCELINO","Talagutong (Pob.)",6898,6898,1803,20433.38,980,20.850387755102,330.833175911181
"39437","REGION XI - DAVAO ","DAVAO OCCIDENTAL","DON MARCELINO","Lapuan",4944,4944,1218,20433.38,980,20.850387755102,237.117892389805
"39435","REGION XI - DAVAO ","DAVAO OCCIDENTAL","DON MARCELINO","Kinanga",3860,3860,1097,20433.38,980,20.850387755102,185.128451582655
"39427","REGION XI - DAVAO ","DAVAO OCCIDENTAL","DON MARCELINO","Calian",3854,3854,1168,20433.38,980,20.850387755102,184.840687150144
"39434","REGION XI - DAVAO ","DAVAO OCCIDENTAL","DON MARCELINO","Dalupan",3479,3479,757,20433.38,980,20.850387755102,166.85541011815
"37857","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Lalud",2138,2137,488,20458.51,1635,12.5128501529052,170.864349358775
"37862","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Nueva Vista (Masawan)",1465,1452,430,20458.51,1635,12.5128501529052,117.079640697196
"37864","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Tuno",1328,1299,300,20458.51,1635,12.5128501529052,106.13089614053
"37863","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Petianan",1117,1117,298,20458.51,1635,12.5128501529052,89.2682311663948
"37858","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Lampasan",1085,1085,214,20458.51,1635,12.5128501529052,86.7108601750567
"14429","REGION III - CENTRAL LUZON","BULACAN","DOÑA REMEDIOS TRINIDAD","Kalawakan",6909,6909,1563,21906.19,2268,9.6588139329806,715.305217383762
"14428","REGION III - CENTRAL LUZON","BULACAN","DOÑA REMEDIOS TRINIDAD","Camachile",4166,4166,944,21906.19,2268,9.6588139329806,431.315897470076
"14430","REGION III - CENTRAL LUZON","BULACAN","DOÑA REMEDIOS TRINIDAD","Pulong Sampalok",2859,2859,668,21906.19,2268,9.6588139329806,295.999076060237
"14432","REGION III - CENTRAL LUZON","BULACAN","DOÑA REMEDIOS TRINIDAD","Sapang Bulak",2620,2620,514,21906.19,2268,9.6588139329806,271.25483710312
"14431","REGION III - CENTRAL LUZON","BULACAN","DOÑA REMEDIOS TRINIDAD","Talbak",1746,1746,415,21906.19,2268,9.6588139329806,180.767536481698
